arcizlodějka	<	arcizloděj
arestantka	<	arestant
argumentátorka	<	argumentátor
argumentářka	<	argumentář
arhatka	<	arhat
arizátorka	<	arizátor
árijka	<	árijec
aristokratka	<	aristokrat
arivistka	<	arivista
arkebuznice	<	arkebuzník
armaturářka	<	armaturář
artdirektorka	<	artdirektor
arteterapeutka	<	arteterapeut
artileristka	<	artilerista
artistka	<	artista
artpopařka	<	artpopař
ascendentka	<	ascendent
asesorka	<	asesor
asexuálka	<	asexuál
asfaltérka	<	asfaltér
asignátka	<	asignát
asistentka	<	asistent
asketka	<	asketa
aspirantka	<	aspirant
astmatička	<	astmatik
astroložka	<	astrolog
astronautka	<	astronaut
astronomka	<	astronom
atamanka	<	ataman
atentátnice	<	atentátník
atlantistka	<	atlantista
atletka	<	atlet
superatletka	<	superatlet
atomistka	<	atomista
audiokomentářka	<	audiokomentář
auditorka	<	auditor
aukcionářka	<	aukcionář
auktorka	<	auktor
auskulantka	<	auskulant
auskultantka	<	auskultant
austromarxistka	<	austromarxista
autistka	<	autista
autařka	<	autař
autodistributorka	<	autodistributor
autodopravkyně	<	autodopravce
autoelektrikářka	<	autoelektrikář
autografka	<	autograf
autojeřábnice	<	autojeřábník
autokarosářka	<	autokarosář
autokaskadérka	<	autokaskadér
autoklempířka	<	autoklempíř
autokomisařka	<	autokomisař
autokonstruktérka	<	autokonstruktér
autokratka	<	autokrat
autolakýrnice	<	autolakýrník
automechanička	<	automechanik
automobilistka	<	automobilista
automodelářka	<	automodelář
automontérka	<	automontér
automíchačka	<	automíchač
autonomistka	<	autonomista
autoopravářka	<	autoopravář
autoportrétistka	<	autoportrétista
autoprodejkyně	<	autoprodejce
autorka	<	autor
antiautoritářka	<	antiautoritář
autoritářka	<	autoritář
autosklářka	<	autosklář
autostopařka	<	autostopař
autotrakařka	<	autotrakař
autoturistka	<	autoturista
autovýrobkyně	<	autovýrobce
autočalounice	<	autočalouník
autíčkářka	<	autíčkář
avalka	<	aval
avalistka	<	avalista
avantgardistka	<	avantgardista
avanturistka	<	avanturista
avatarka	<	avatar
babetistka	<	babetista
babjořka	<	babjoř
bachařka	<	bachař
bacilonosička	<	bacilonosič
baculáčka	<	baculáč
badmintonistka	<	badmintonista
bafunářka	<	bafunář
bagetářka	<	bagetář
bagounkářka	<	bagounkář
bagristka	<	bagrista
bagážistka	<	bagážista
bahaistka	<	bahaista
odbahňovatelka	<	odbahňovatel
baječka	<	baječ
bakchantka	<	bakchant
balalajkářka	<	balalajkář
balamutitelka	<	balamutitel
balitelka	<	balitel
obalečka	<	obaleč
nohejbalistka	<	nohejbalista
balonkářka	<	balonkář
balonářka	<	balonář
balzamovačka	<	balzamovač
balíkářka	<	balíkář
balíčkářka	<	balíčkář
bambulička	<	bambula
bambuska	<	bambus
bandoneonistka	<	bandoneonista
bandurka	<	bandur
banduristka	<	bandurista
bankéřka	<	bankéř
bankrotářka	<	bankrotář
banksterka	<	bankster
baptistka	<	baptista
baristka	<	barista
barbarka	<	barbar
barbířka	<	barbíř
barikádnice	<	barikádník
barmanka	<	barman
barokistka	<	barokista
baronesa	<	baron
baronka	<	baron
barvitelka	<	barvitel
barvířka	<	barvíř
barvářka	<	barvář
barytonsaxofonistka	<	barytonsaxofonista
baráčnice	<	baráčník
basistka	<	basista
basbarytonistka	<	basbarytonista
baseballistka	<	baseballista
baskeťačka	<	baskeťák
basketbalistka	<	basketbalista
basklarinetistka	<	basklarinetista
baskytaristka	<	baskytarista
baskřídlovkářka	<	baskřídlovkář
bastardizace	<	bastard
baterkářka	<	baterkář
batikářka	<	batikář
batmanka	<	batman
batůžkářka	<	batůžkář
batohářka	<	batohář
bavitelka	<	bavitel
bavička	<	bavič
odbavovatelka	<	odbavovatel
vybavovatelka	<	vybavovatel
zabavovatelka	<	zabavovatel
zbavitelka	<	zbavitel
bazaristka	<	bazarista
bazénářka	<	bazénář
bačkorářka	<	bačkorář
baňkařka	<	baňkař
baštýřka	<	baštýř
bažantka	<	bažant
bažantice	<	bažantík
buditelka	<	buditel
probuditelka	<	probuditel
povzbuzovačka	<	povzbuzovač
povzbuzovatelka	<	povzbuzovatel
vzbuditelka	<	vzbuditel
vzbuzovatelka	<	vzbuzovatel
beachařka	<	beachař
beachházenkářka	<	beachházenkář
beachvolejbalistka	<	beachvolejbalista
beatnice	<	beatník
beatnička	<	beatník
beatboxerka	<	beatboxer
bednářka	<	bednář
behavioristka	<	behaviorista
beletristka	<	beletrista
benchařka	<	benchař
benediktinka	<	benediktin
beneficiantka	<	beneficiant
benzinářka	<	benzinář
benčařka	<	benčař
berličkářka	<	berličkář
besednice	<	besedník
betatesterka	<	betatester
betlířka	<	betlíř
betonářka	<	betonář
bezlepkářka	<	bezlepkář
zabezpečovačka	<	zabezpečovač
zabezpečovatelka	<	zabezpečovatel
bečvářka	<	bečvář
biatlonistka	<	biatlonista
biblistka	<	biblista
bibliocestovatelka	<	bibliocestovatel
bibliografka	<	bibliograf
bibliotékářka	<	bibliotékář
bicyklistka	<	bicyklista
bifinářka	<	bifinář
bigamistka	<	bigamista
bikerka	<	biker
biketrialistka	<	biketrialista
bilancistka	<	bilancista
biletářka	<	biletář
biliardářka	<	biliardář
bilingvistka	<	bilingvista
bilionářka	<	bilionář
bioagentka	<	bioagent
bioagrárnice	<	bioagrárník
biochovatelka	<	biochovatel
biododavatelka	<	biododavatel
bioexperimentátorka	<	bioexperimentátor
biofarmářka	<	biofarmář
biogeografka	<	biogeograf
biohypnotizérka	<	biohypnotizér
bioiluminátorka	<	bioiluminátor
bioinvestorka	<	bioinvestor
bioinženýrka	<	bioinženýr
biokrálice	<	biokrálík
bioložka	<	biolog
mikrobioložka	<	mikrobiolog
biomagorka	<	biomagor
biomedička	<	biomedik
biomučednice	<	biomučedník
biopekařka	<	biopekař
biopirátka	<	biopirát
bioplynařka	<	bioplynař
biopodnikatelka	<	biopodnikatel
biopotravinářka	<	biopotravinář
bioprodejkyně	<	bioprodejce
bioproducentka	<	bioproducent
biopěstitelka	<	biopěstitel
biorolnice	<	biorolník
biosféřanka	<	biosféřan
biosponzorka	<	biosponzor
biospotřebitelka	<	biospotřebitel
bioterapeutka	<	bioterapeut
bioteroristka	<	bioterorista
biotrpaslice	<	biotrpaslík
bioumělkyně	<	bioumělec
biovepřice	<	biovepřík
biovinařka	<	biovinař
biovyznavačka	<	biovyznavač
biovýrobkyně	<	biovýrobce
biozahradnice	<	biozahradník
biozahrádkářka	<	biozahrádkář
biozelinářka	<	biozelinář
biozmrzlinářka	<	biozmrzlinář
biozpracovatelka	<	biozpracovatel
biozákaznice	<	biozákazník
biočunice	<	biočuník
bioškůdkyně	<	bioškůdce
bisexuálka	<	bisexuál
biskupka	<	biskup
bivakářka	<	bivakář
bizonka	<	bizon
biřička	<	biřič
biřmovanka	<	biřmovanec
biřmovankyně	<	biřmovanec
biřmovatelka	<	biřmovatel
blackmetalistka	<	blackmetalista
blafalka	<	blafal
oblažitelka	<	oblažitel
oblažovatelka	<	oblažovatel
blairistka	<	blairista
blankoindosantka	<	blankoindosant
blankoindosatářka	<	blankoindosatář
blankotradentka	<	blankotradent
blbka	<	blb
superblbka	<	superblb
oblbovatelka	<	oblbovatel
blbounka	<	blboun
blogerka	<	bloger
bloggistka	<	bloggista
blokařka	<	blokař
blondýnka	<	blondýna
bludařka	<	bludař
zabloudilkyně	<	zabloudilec
bluesmanka	<	bluesman
blíženkyně	<	blíženec
přibližovatelka	<	přibližovatel
sbližovatelka	<	sbližovatel
ubližovatelka	<	ubližovatel
bmxařka	<	bmxař
bobbistka	<	bobbista
bobice	<	bobík
bobrovice	<	bobr
bobrovka	<	bobr
boccistka	<	boccista
bodhránistka	<	bodhránista
bodatelka	<	bodatel
bodovačkářka	<	bodovačkář
bodyartistka	<	bodyartista
bodyguardka	<	bodyguard
obohacovatelka	<	obohacovatel
obohatitelka	<	obohatitel
zbohatlice	<	zbohatlík
bohatýrka	<	bohatýr
bohačka	<	boháč
bohemistka	<	bohemista
bohohledačka	<	bohohledač
bohémka	<	bohém
bojovnice	<	bojovník
superbojovnice	<	superbojovník
nebojovnice	<	nebojovník
odbojářka	<	odbojář
odbojnice	<	odbojník
zbojnice	<	zbojník
bojarka	<	bojar
bojařka	<	bojař
lokálkářka	<	lokálkář
pobočnice	<	pobočník
zbolševizovankyně	<	zbolševizovanec
bolševička	<	bolševik
bolševikobijkyně	<	bolševikobijce
bombardérka	<	bombardér
bombérka	<	bombér
bonitérka	<	bonitér
bonmotářka	<	bonmotář
bonsajářka	<	bonsajář
bonvivánka	<	bonviván
bookmakerka	<	bookmaker
bordelářka	<	bordelář
borka	<	borec
borkyně	<	borec
borůvkářka	<	borůvkář
botanička	<	botanik
botičkářka	<	botičkář
bouchalka	<	bouchal
bouchačka	<	bouchač
výbušninářka	<	výbušninář
boudnice	<	boudník
budkařka	<	budkař
boulařka	<	boulař
boulderistka	<	boulderista
bouratelka	<	bouratel
nabourávačka	<	nabourávač
odbourávatelka	<	odbourávatel
buřička	<	buřič
pobuřovačka	<	pobuřovač
pobuřovatelka	<	pobuřovatel
vzbouřenkyně	<	vzbouřenec
bowlařka	<	bowlař
bowlerka	<	bowler
bowlingářka	<	bowlingář
thaiboxerka	<	thaiboxer
boxlakrosistka	<	boxlakrosista
bořitelka	<	bořitel
bradýřka	<	bradýř
brambůrkářka	<	brambůrkář
braniborka	<	branibor
brašnářka	<	brašnář
brblalka	<	brblal
brtnice	<	brtník
breakcorařka	<	breakcorař
breathariánka	<	breatharián
brhlice	<	brhlík
brigadýrka	<	brigadýr
brigádnice	<	brigádník
briketářka	<	briketář
brkounka	<	brkoun
zbrklice	<	zbrklík
brnieřka	<	brnieř
brnířka	<	brníř
obrněnka	<	obrněnec
obrnářka	<	obrnář
dobrodinka	<	dobrodinec
brojitelka	<	brojitel
odzbrojitelka	<	odzbrojitel
odzbrojovatelka	<	odzbrojovatel
uzbrojitelka	<	uzbrojitel
vyzbrojovatelka	<	vyzbrojovatel
zbrojenkyně	<	zbrojenec
brokerka	<	broker
broučkařka	<	broučkař
broukařka	<	broukař
brusička	<	brusič
obrušovatelka	<	obrušovatel
zabrušovačka	<	zabrušovač
brumlalka	<	brumlal
bručounka	<	bručoun
brundibárka	<	brundibár
brunetka	<	bruneta
bruslařka	<	bruslař
nebruslařka	<	nebruslař
brusířka	<	brusíř
bryndalka	<	bryndal
brzdařka	<	brzdař
brzditelka	<	brzditel
superbrankářka	<	superbrankář
nebrankářka	<	nebrankář
bránitelka	<	bránitel
obranářka	<	obranář
obránkyně	<	obránce
superobránkyně	<	superobránce
zabraňovatelka	<	zabraňovatel
bránička	<	bránič
bróskařka	<	bróskař
brýlařka	<	brýlař
bubenice	<	bubeník
bublinářka	<	bublinář
bubínkářka	<	bubínkář
buclice	<	buclík
budovatelka	<	budovatel
vybudovatelka	<	vybudovatel
zbudovatelka	<	zbudovatel
bufetářka	<	bufetář
buffonistka	<	buffonista
bukanýrka	<	bukanýr
bukařka	<	bukař
bukinistka	<	bukinista
bukáčka	<	bukáč
bulařka	<	bulař
buldozeristka	<	buldozerista
bulharistka	<	bulharista
bulimistka	<	bulimista
bulteriérka	<	bulteriér
bulvaristka	<	bulvarista
bulíkovatelka	<	bulíkovatel
burcovatelka	<	burcovatel
burcířka	<	burcíř
burdelařka	<	burdelař
burziánka	<	burzián
buržujka	<	buržuj
byznysmenka	<	byznysmen
butikářka	<	butikář
buvolice	<	buvol
buzerantka	<	buzerant
bydlitelka	<	bydlitel
bylinkářka	<	bylinkář
bylinářka	<	bylinář
byrokratka	<	byrokrat
báchorkářka	<	báchorkář
badatelka	<	badatel
pobádatelka	<	pobádatel
bajkařka	<	bajkař
bárkařka	<	bárkař
přebásnitelka	<	přebásnitel
přebásňovatelka	<	přebásňovatel
básničkářka	<	básničkář
básnice	<	básník
básnířka	<	básník
nebásnice	<	nebásník
béčkařka	<	béčkař
bídnice	<	bídník
běloška	<	běloch
bicistka	<	bicista
bitkařka	<	bitkař
nebitkařka	<	nebitkař
ubíječka	<	ubíječ
vybíječka	<	vybíječ
výbojnice	<	výbojník
zabijačka	<	zabiják
židobijkyně	<	židobijce
nabízečka	<	nabízeč
nabízitelka	<	nabízitel
podbízečka	<	podbízeč
podbízitelka	<	podbízitel
býkovice	<	býk
bytařka	<	bytař
ubytovatelka	<	ubytovatel
obyvatelka	<	obyvatel
praobyvatelka	<	praobyvatel
dobytkářka	<	dobytkář
dobyvatelka	<	dobyvatel
vydobytelka	<	vydobytel
nábytkářka	<	nábytkář
nabyvatelka	<	nabyvatel
odbytářka	<	odbytář
zbytkařka	<	zbytkař
bědovatelka	<	bědovatel
zbědovankyně	<	zbědovanec
uběhlice	<	uběhlík
běženka	<	běženec
běženkyně	<	běženec
světoběžnice	<	světoběžník
běžkyně	<	běžec
souběžkyně	<	souběžec
koloběžkařka	<	koloběžkař
souběžnice	<	souběžník
běžnice	<	běžník
břemenice	<	břemeník
caletnice	<	caletník
camorristka	<	camorrista
kempařka	<	kempař
camralka	<	camral
cancalka	<	cancal
candátka	<	candát
canisterapeutka	<	canisterapeut
canyonistka	<	canyonista
capoeiristka	<	capoeirista
caristka	<	carista
castristka	<	castrista
cechmistryně	<	cechmistr
cedentka	<	cedent
ceditelka	<	ceditel
cedulářka	<	cedulář
cejchmistryně	<	cejchmistr
celibátnice	<	celibátník
cellistka	<	cellista
scelovačka	<	scelovač
scelovatelka	<	scelovatel
cembalistka	<	cembalista
cementářka	<	cementář
cenařka	<	cenař
cenitelka	<	cenitel
ocenitelka	<	ocenitel
oceňovatelka	<	oceňovatel
podceňovatelka	<	podceňovatel
cenotvůrkyně	<	cenotvůrce
centristka	<	centrista
centralistka	<	centralista
cenzorka	<	cenzor
ceremoniářka	<	ceremoniář
certifikátorka	<	certifikátor
cesionářka	<	cesionář
anticestovatelka	<	anticestovatel
cestovatelka	<	cestovatel
chacharka	<	chachar
chalupnice	<	chalupník
chalupářka	<	chalupář
championka	<	champion
chaotka	<	chaot
antichartistka	<	antichartista
chartistka	<	chartista
chasnice	<	chasník
chatařka	<	chatař
chcankařka	<	chcankař
alchymistka	<	alchymista
biochemička	<	biochemik
chemička	<	chemik
chemikářka	<	chemikář
cherubínka	<	cherubín
chiliastka	<	chiliasta
chiromanka	<	chiroman
chiromantka	<	chiromant
chiropraktička	<	chiropraktik
chirurgyně	<	chirurg
chiruržka	<	chirurg
dochlazovačka	<	dochlazovač
chladnokrevnice	<	chladnokrevník
chlapice	<	chlapík
chlastounka	<	chlastoun
chlebodárkyně	<	chlebodárce
vychloubalka	<	vychloubal
vychloubačka	<	vychloubač
chlácholitelka	<	chlácholitel
chlebařka	<	chlebař
pochlebovačka	<	pochlebovač
chlípnice	<	chlípník
chmelařka	<	chmelař
chmelitelka	<	chmelitel
chocholačka	<	chocholáč
chocholice	<	chocholík
uchopitelka	<	uchopitel
choreografka	<	choreograf
choralistka	<	choralista
chóristka	<	chórista
zchoulostivělkyně	<	zchoulostivělec
chovanka	<	chovanec
chovankyně	<	chovanec
chovatelka	<	chovatel
odchovanka	<	odchovanec
odchovankyně	<	odchovanec
přechovatelka	<	přechovatel
přechovávačka	<	přechovávač
přechovavatelka	<	přechovavatel
schovanka	<	schovanec
schovatelka	<	schovatel
uschovatelka	<	uschovatel
uchovatelka	<	uchovatel
uchovavatelka	<	uchovavatel
předvychovatelka	<	předvychovatel
převychovatelka	<	převychovatel
převychovávatelka	<	převychovávatel
vychovatelka	<	vychovatel
vychovavatelka	<	vychovavatel
vychovanka	<	vychovanec
vychovankyně	<	vychovanec
zachovatelka	<	zachovatel
zachovavatelka	<	zachovavatel
chrchlalka	<	chrchlal
chrlitelka	<	chrlitel
chromajzlice	<	chromajzlík
chrostice	<	chrostík
chránitelka	<	chránitel
chráněnka	<	chráněnec
chráněnkyně	<	chráněnec
ochranářka	<	ochranář
ochrankářka	<	ochrankář
ochránkyně	<	ochránce
pseudoochránkyně	<	pseudoochránce
ochranitelka	<	ochranitel
ochraňovatelka	<	ochraňovatel
schraňovatelka	<	schraňovatel
záchranářka	<	záchranář
zachránkyně	<	zachránce
zachraňovatelka	<	zachraňovatel
chrapounka	<	chrapoun
chuligánka	<	chuligán
chundelka	<	chundel
ochutnavačka	<	ochutnavač
chvalitelka	<	chvalitel
pochvalovačka	<	pochvalovač
schvalovačka	<	schvalovač
schvalovatelka	<	schvalovatel
vychvalovačka	<	vychvalovač
vychvalovatelka	<	vychvalovatel
chvastounka	<	chvastoun
chvástalka	<	chvástal
zachvatitelka	<	zachvatitel
pochybovačka	<	pochybovač
pochybovatelka	<	pochybovatel
zpochybňovatelka	<	zpochybňovatel
chytařka	<	chytař
zachycovatelka	<	zachycovatel
chytračka	<	chytrák
vychytralkyně	<	vychytralec
zchátralkyně	<	zchátralec
zchátrankyně	<	zchátranec
úchylkářka	<	úchylkář
chřupanka	<	chřupan
cibulářka	<	cibulář
cihlářka	<	cihlář
cigoška	<	cigoš
cinefilka	<	cinefil
cintalka	<	cintal
cirkusačka	<	cirkusák
cisterciačka	<	cisterciák
citeristka	<	citerista
citlivůstkářka	<	citlivůstkář
recitátorka	<	recitátor
citrusářka	<	citrusář
civilistka	<	civilista
zcivilizovankyně	<	zcivilizovanec
civilizátorka	<	civilizátor
cizelérka	<	cizelér
cizinka	<	cizinec
cizačka	<	cizák
odcizitelka	<	odcizitel
zcizitelka	<	zcizitel
zcizovatelka	<	zcizovatel
clavecinistka	<	clavecinista
klikařka	<	klikař
celnice	<	celník
klubařka	<	klubař
klubistka	<	klubista
cmrndalka	<	cmrndal
cmíralka	<	cmíral
coachka	<	coach
konkvistadorka	<	konkvistador
controllerka	<	controller
copařka	<	copař
couralka	<	coural
kovbojka	<	kovboj
ucpávačka	<	ucpávač
vycpavačka	<	vycpavač
creditorka	<	creditor
cukrovinkářka	<	cukrovinkář
cukrovkářka	<	cukrovkář
cukrářka	<	cukrář
cukrmistryně	<	cukrmistr
curlerka	<	curler
cvakačka	<	cvakač
cvalice	<	cvalík
cvikařka	<	cvikař
tělocvikářka	<	tělocvikář
cvičenka	<	cvičenec
cvičenkyně	<	cvičenec
cvičitelka	<	cvičitel
předcvičitelka	<	předcvičitel
předcvičovatelka	<	předcvičovatel
rozcvičovatelka	<	rozcvičovatel
výcvikářka	<	výcvikář
zacvičovatelka	<	zacvičovatel
cvokařka	<	cvokař
cyklistka	<	cyklista
cykloaktivistka	<	cykloaktivista
cykloamatérka	<	cykloamatér
cykloauditorka	<	cykloauditor
cyklobaronka	<	cyklobaron
cykloběžkyně	<	cykloběžec
cyklocestovatelka	<	cyklocestovatel
cyklochodkyně	<	cyklochodec
cykloextremistka	<	cykloextremista
cyklogigantka	<	cyklogigant
cyklokaskadérka	<	cyklokaskadér
cyklokoordinátorka	<	cyklokoordinátor
cyklokrosařka	<	cyklokrosař
cyklokurýrka	<	cyklokurýr
cyklolupička	<	cyklolupič
cyklomagnátka	<	cyklomagnát
cyklomaratonkyně	<	cyklomaratonec
cyklonudistka	<	cyklonudista
cyklonávštěvnice	<	cyklonávštěvník
cykloobčanka	<	cykloobčan
cyklopartnerka	<	cyklopartner
cyklopatriotka	<	cyklopatriot
cyklopirátka	<	cyklopirát
cyklopivařka	<	cyklopivař
cyklopodnikatelka	<	cyklopodnikatel
cyklopolárnice	<	cyklopolárník
cyklopotápěčka	<	cyklopotápěč
cyklopoutnice	<	cyklopoutník
cyklorytířka	<	cyklorytíř
cyklospecialistka	<	cyklospecialista
cyklostíhačka	<	cyklostíhač
cykloteroristka	<	cykloterorista
cyklotrialistka	<	cyklotrialista
cykloturistka	<	cykloturista
cykloveteránka	<	cykloveterán
cyklozaměstnavatelka	<	cyklozaměstnavatel
cyklozlodějka	<	cyklozloděj
cykloznačkařka	<	cykloznačkař
cyklozávodnice	<	cyklozávodník
cykloúřednice	<	cykloúředník
recyklovatelka	<	recyklovatel
céčkařka	<	céčkař
cévařka	<	cévař
cíbíčkářka	<	cíbíčkář
cídička	<	cídič
cínařka	<	cínař
císařovna	<	císař
excísařovna	<	excísař
necísařka	<	necísař
cúdařka	<	cúdař
dablérka	<	dablér
dabérka	<	dabér
dacanka	<	dacan
dadaistka	<	dadaista
daněla	<	daněk
dárkyně	<	dárce
službodárkyně	<	službodárce
prvodárkyně	<	prvodárce
darovatelka	<	darovatel
obdarovatelka	<	obdarovatel
obdarovávatelka	<	obdarovávatel
darebnice	<	darebník
darebačka	<	darebák
darmojedka	<	darmojed
databázistka	<	databázista
davistka	<	davista
dealerka	<	dealer
debatérka	<	debatér
debilka	<	debil
debitorka	<	debitor
deblistka	<	deblista
deblařka	<	deblař
deblkajakářka	<	deblkajakář
deblkanoistka	<	deblkanoista
debolševizátorka	<	debolševizátor
debutantka	<	debutant
decernentka	<	decernent
defenzorka	<	defenzor
definovatelka	<	definovatel
defraudantka	<	defraudant
defétistka	<	defétista
degustátorka	<	degustátor
dehtářka	<	dehtář
deistka	<	deista
dekadentka	<	dekadent
deklamátorka	<	deklamátor
deklarantka	<	deklarant
dekorativistka	<	dekorativista
dekoratérka	<	dekoratér
delegačenka	<	delegát
delegátka	<	delegát
delikventka	<	delikvent
delimitátorka	<	delimitátor
demografka	<	demograf
antidemokratka	<	antidemokrat
demokratka	<	demokrat
pseudodemokratka	<	pseudodemokrat
nedemokratka	<	nedemokrat
demonstrátorka	<	demonstrátor
nádenice	<	nádeník
dentistka	<	dentista
denunciantka	<	denunciant
deníčkářka	<	deníčkář
depozitorka	<	depozitor
depozitářka	<	depozitář
depkařka	<	depkař
depresářka	<	depresář
deprivantka	<	deprivant
deputátnice	<	deputátník
deratizátorka	<	deratizátor
deratizérka	<	deratizér
dermatoložka	<	dermatolog
