src-text	src-lang	tgt-text	tgt-lang	tgt-lang-var
adeptka	ces	Anwärterin	deu	157
aspirantka	ces	Anwärterin	deu	157
advokátka	ces	Anwältin	deu	157
arabistka	ces	Arabistin	deu	157
arabistka	ces	Arabist	eng	187
dělnice	ces	Arbeiterin	deu	157
pracovnice	ces	Arbeiterin	deu	157
dělnice	ces	Arbeiterin	deu	157
dělnice	ces	Arbeiterin	deu	157
dělnice	ces	Arbeiterin	deu	157
dělnice	ces	Arbeiterin	deu	157
pracovnice	ces	Arbeiterin	deu	157
dělnice	ces	Arbeiterinnen	deu	157
zaměstnankyně	ces	Arbeitnehmerin	deu	157
dělnice	ces	Arbeitnehmerin	deu	157
dělnice	ces	Arbeitsameise	deu	157
dělnice	ces	Arbeitsbiene	deu	157
dělnice	ces	Arbeiter	deu	157
zaměstnankyně	ces	Arbeiter	deu	157
dělnice	ces	Arbeiter	deu	157
dělnice	ces	Arbeitnehmer	deu	157
zaměstnankyně	ces	Arbeitnehmer	deu	157
kolegyně	ces	Arbeitskollegin	deu	157
architektka	ces	Architekt	deu	157
architektka	ces	Architekt	deu	157
architektka	ces	Architekt	deu	157
architektka	ces	Architekt	deu	157
architektka	ces	Architektin	deu	157
architektka	ces	Architektin	deu	157
architektka	ces	Architektin	deu	157
architektka	ces	Architektin	deu	157
knihovnice	ces	Archivar	deu	157
knihovnice	ces	Archivarin	deu	157
árijka	ces	Arierin	deu	157
zbrojnice	ces	Arsenal	deu	157
zbrojnice	ces	Arsenal	deu	157
zbrojnice	ces	Arsenal	deu	157
zbrojnice	ces	Arsenale	deu	157
artistka	ces	Artistin	deu	157
lékařka	ces	Arzt	deu	157
aspirantka	ces	Aspirantin	deu	157
asistentka	ces	Assi	deu	157
pomocnice	ces	Assi	deu	157
asistentka	ces	Assistentin	deu	157
asistentka	ces	Assistentin	deu	157
pomocnice	ces	Assistentin	deu	157
asistentka	ces	Assistent	deu	157
pomocnice	ces	Assistent	deu	157
asistentka	ces	Assistent	deu	157
pomocnice	ces	Assistent	deu	157
astronautka	ces	Astronautin	deu	157
astronomka	ces	Astronomin	deu	157
ateistka	ces	Atheistin	deu	157
ateistka	ces	Atheistin	deu	157
ateistka	ces	Atheistin	deu	157
ateistka	ces	Atheist	deu	157
ateistka	ces	Atheist	deu	157
ateistka	ces	Atheisten	deu	157
atletka	ces	Athletin	deu	157
atletka	ces	Athletin	deu	157
atletka	ces	Athlet	deu	157
posluhovačka	ces	Aufwartefrau	deu	157
uklízečka	ces	Aufwartefrau	deu	157
stevardka	ces	Aufwärterin	deu	157
uprchlice	ces	Ausgebrochene	deu	157
cizinka	ces	Ausländer	deu	157
cizinka	ces	Ausländer	deu	157
cizinka	ces	Ausländer	deu	157
cizinka	ces	Ausländerin	deu	157
cizinka	ces	Ausländerin	deu	157
cizinka	ces	Ausländerin	deu	157
cizinka	ces	Ausländerin	deu	157
řidička	ces	Autofahrerin	deu	157
řidička	ces	Autofahrerin	deu	157
řidička	ces	Autofahrer	deu	157
řidička	ces	Automobilist	deu	157
řidička	ces	Automobilistin	deu	157
autorka	ces	Autor	deu	157
autorka	ces	Autor	deu	157
stopařka	ces	Autostopper	deu	157
cizinka	ces	Außenstehende	deu	157
cizinka	ces	Außenstehender	deu	157
paní	ces	Babysitterin	deu	157
opatrovatelka	ces	Babysitterin	deu	157
paní	ces	Babysitter	deu	157
opatrovatelka	ces	Babysitter	deu	157
baronka	ces	Baroness	deu	157
baronesa	ces	Baroness	deu	157
baronka	ces	Baroness	deu	157
baronesa	ces	Baronesse	deu	157
baronka	ces	Baronesse	deu	157
kadeřnice	ces	Barbier	deu	157
kadeřnice	ces	Barbier	deu	157
barmanka	ces	Bardame	deu	157
barmanka	ces	Bardame	deu	157
baronka	ces	Baronin	deu	157
baronesa	ces	Baronin	deu	157
baronka	ces	Baronin	deu	157
basketbalistka	ces	Basketballspieler	deu	157
basketbalistka	ces	Basketballer	deu	157
stavebnice	ces	Bastelsatz	deu	157
stavebnice	ces	Baukasten	deu	157
stavebnice	ces	Baukasten	deu	157
stavebnice	ces	Baukasten	deu	157
farmářka	ces	Bauer	deu	157
krajanka	ces	Bauer	deu	157
architektka	ces	Baukünstler	deu	157
krajanka	ces	Bauersfrau	deu	157
stavebnice	ces	Bausatz	deu	157
číšnice	ces	Bedienung	deu	157
diagnóza	ces	Befundung	deu	157
soudružka	ces	Begleiter	deu	157
kamarádka	ces	Bekanntschaft	deu	157
příznivkyně	ces	Bekanntschaft	deu	157
zaměstnankyně	ces	Belegschaftsmitglied	deu	157
uživatelka	ces	Benutzerin	deu	157
návštěvnice	ces	Benutzer	deu	157
poradkyně	ces	Beraterin	deu	157
horolezkyně	ces	Bergsteigerin	deu	157
kolegyně	ces	Berufskollege	deu	157
kolegyně	ces	Berufsgenosse	deu	157
držitelka	ces	Besitzerin	deu	157
majitelka	ces	Besitzerin	deu	157
vlastnice	ces	Besitzerin	deu	157
majitelka	ces	Besitzerin	deu	157
zaměstnankyně	ces	Beschäftigte	deu	157
štětka	ces	Besen	deu	157
zaměstnankyně	ces	Beschäftigter	deu	157
návštěvnice	ces	Besucherin	deu	157
návštěvnice	ces	Besucherin	deu	157
návštěvnice	ces	Besuch	deu	157
návštěvnice	ces	Besucher	deu	157
pečovatelka	ces	Betreuer	deu	157
zaměstnankyně	ces	Betriebsangehörige	deu	157
zaměstnankyně	ces	Betriebsangehöriger	deu	157
obyvatelka	ces	Bewohnerin	deu	157
ctitelka	ces	Bewunderer	deu	157
knihovnice	ces	Bibliothekar	deu	157
knihovnice	ces	Bibliothekar	deu	157
knihovnice	ces	Bibliothekar	deu	157
knihovnice	ces	Bibliothekarin	deu	157
knihovnice	ces	Bibliothekarin	deu	157
knihovnice	ces	Bibliothekarin	deu	157
knihovnice	ces	Bibliothekarin	deu	157
sochařka	ces	Bildhauerin	deu	157
sochařka	ces	Bildhauerin	deu	157
sochařka	ces	Bildhauer	deu	157
potápka	ces	Binsenralle	deu	157
bioložka	ces	Biologin	deu	157
bioložka	ces	Biologin	deu	157
čalounice	ces	Blattschneiderbienen	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
tužka	ces	Bleistift	deu	157
blondýnka	ces	Blondine	deu	157
blondýnka	ces	Blondine	deu	157
blondýnka	ces	Blondine	deu	157
blondýnka	ces	Blonde	deu	157
květinářka	ces	Blumenhändlerin	deu	157
květinářka	ces	Blumenhändlerin	deu	157
květinářka	ces	Blumenbinder	deu	157
květinářka	ces	Blumenbinderin	deu	157
květinářka	ces	Blumengeschäft	deu	157
květinářka	ces	Blumenhändler	deu	157
květinářka	ces	Blumenladen	deu	157
naivka	ces	Blödmann	deu	157
prostitutka	ces	Bordsteinschwalbe	deu	157
borka	ces	Borke	deu	157
botanička	ces	Botanikerin	deu	157
velvyslankyně	ces	Botschafterin	deu	157
velvyslankyně	ces	Botschafterin	deu	157
kořalka	ces	Branntwein	deu	157
kořalka	ces	Branntwein	deu	157
kořalka	ces	Branntwein	deu	157
dohazovačka	ces	Brautwerberin	deu	157
paní	ces	Braut	deu	157
paní	ces	Braut	deu	157
dohazovačka	ces	Brautwerber	deu	157
svatba	ces	Braut…	deu	157
celnice	ces	Bräuche	deu	157
buddhistka	ces	Buddhist	deu	157
buddhistka	ces	Buddhistin	deu	157
buddhistka	ces	Buddhist	eng	187
záletnice	ces	Buhle	deu	157
záletnice	ces	Buhlerin	deu	157
policistka	ces	Bulle	deu	157
tužka	ces	Buntstift	deu	157
tužka	ces	Buntstift	deu	157
tužka	ces	Buntstift	deu	157
pastelka	ces	Buntstift	deu	157
pastelka	ces	Buntstift	deu	157
kastelánka	ces	Burgfrau	deu	157
kastelánka	ces	Burggräfin	deu	157
obročnice	ces	Butsprietsegel	deu	157
medvědice	ces	Bärin	deu	157
medvědice	ces	Bärin	deu	157
medvědice	ces	Bärin	deu	157
selka	ces	Bäuerin	deu	157
rolnice	ces	Bäuerin	deu	157
farmářka	ces	Bäuerin	deu	157
trubka	ces	Bügelhorn	deu	157
starostka	ces	Bürgermeisterin	deu	157
starostka	ces	Bürgermeisterin	deu	157
starostka	ces	Bürgermeisterin	deu	157
štětka	ces	Bürste	deu	157
štětka	ces	Bürste	deu	157
kořalka	ces	CHU	eng	187
karmelitánka	ces	Carmelite	eng	187
karmelitánka	ces	Carmelite	eng	187
karmelitánka	ces	Carmelieter non	nld	512
karmelitánka	ces	Carmelieter monnik	nld	512
běloška	ces	Caucasian	eng	187
šéfka	ces	Chefin	deu	157
šéfová	ces	Chefin	deu	157
roztleskávačka	ces	Cheerleader	deu	157
roztleskávačka	ces	Cheerleader	deu	157
šéfredaktorka	ces	Chefredakteur	deu	157
chemička	ces	Chemikerin	deu	157
křesťanka	ces	Christ	deu	157
křesťanka	ces	Christ	deu	157
křesťanka	ces	Christ	deu	157
křesťanka	ces	Christ	deu	157
křesťanka	ces	Christ	deu	157
křesťanka	ces	Christian	eng	187
křesťanka	ces	Christian	eng	187
křesťanka	ces	Christian	eng	187
křesťanka	ces	Christian	eng	187
křesťanka	ces	Christian	eng	187
křesťanka	ces	Christian	eng	187
křesťanka	ces	Christian	deu	157
křesťanka	ces	Christian	fra	211
křesťanka	ces	Christiaan	nld	512
křesťanka	ces	Christin	deu	157
křesťanka	ces	Christin	deu	157
křesťanka	ces	Christin	deu	157
křesťanka	ces	Christin	deu	157
křesťanka	ces	Christin	deu	157
křesťanka	ces	Christin	deu	157
křesťanka	ces	Chrétien	fra	211
křesťanka	ces	Chrétienne	fra	211
tužka	ces	Crayon	deu	157
tužka	ces	Crayon	deu	157
tužka	ces	Crayon	deu	157
křesťanka	ces	Cristián	spa	666
prostitutka	ces	Cyprian	eng	187
obkladačka	ces	Dachziegel	deu	157
kadeřnice	ces	Damenfriseur	deu	157
hospodyně	ces	Dame des Hauses	deu	157
šlechtična	ces	Dame	deu	157
paní	ces	Dame	deu	157
manželka	ces	Dame	deu	157
paní	ces	Dame	deu	157
paní	ces	Dame	deu	157
paní	ces	Dame	deu	157
paní	ces	Damentoilette	deu	157
stevardka	ces	Dame d’atour	fra	211
šachovnice	ces	Damebrett	deu	157
paní	ces	Dama	eng	187
herečka	ces	Darstellerin	deu	157
debutantka	ces	Debütantin	deu	157
debutantka	ces	Debütantin	deu	157
delegátka	ces	Delegierte	deu	157
svůdkyně	ces	Delilah	eng	187
panna	ces	Demoiselle	deu	157
naivka	ces	Depp	deu	157
diagnóza	ces	Diagnose	deu	157
diagnóza	ces	Diagnose	deu	157
diagnóza	ces	Diagnose	deu	157
diagnóza	ces	Diagnose	deu	157
básnířka	ces	Dichterin	deu	157
básnířka	ces	Dichterin	deu	157
básnířka	ces	Dichterin	deu	157
básnířka	ces	Dichterin	deu	157
básnířka	ces	Dichterin	deu	157
básnířka	ces	Dichterin	deu	157
básnířka	ces	Dichter	deu	157
básnířka	ces	Dichter	deu	157
zlodějka	ces	Dieb	deu	157
služebnice	ces	Dienerin	deu	157
ředitelka	ces	Direktorin	deu	157
ředitelka	ces	Direktrice	deu	157
prostitutka	ces	Dirne	deu	157
prostitutka	ces	Dirne	deu	157
prostitutka	ces	Dirne	deu	157
prostitutka	ces	Dirne	deu	157
prostitutka	ces	Dirne	deu	157
prostitutka	ces	Dirne	deu	157
paní	ces	Dirne	deu	157
prostitutka	ces	Dirne	deu	157
tlumočnice	ces	Dolmetscherin	deu	157
dračice	ces	Drache	deu	157
dračice	ces	Drache	deu	157
prostitutka	ces	Drachen	deu	157
naivka	ces	Dummerchen	deu	157
naivka	ces	Dummkopf	deu	157
dlaždička	ces	Dutchware	eng	187
dlaždička	ces	Dutch tile	eng	187
trubka	ces	Düse	deu	157
ještěrka	ces	Echse	deu	157
ještěrka	ces	Echse	deu	157
ježatka	ces	Echinochloa Colona	deu	157
ježatka	ces	Echinochloa colona	eng	187
ježatka	ces	Echinochloa colona	fra	211
ježatka	ces	Echinochloa colona	spa	666
ježatka	ces	Echinochloa Pyramidalis	deu	157
ježatka	ces	Echinochloa pyramidalis	eng	187
ježatka	ces	Echinochloa pyramidalis	fra	211
ježatka	ces	Echinochloa pyramidalis	spa	666
ježatka	ces	Echinochloa Turnerana	deu	157
ježatka	ces	Echinochloa turnerana	eng	187
ježatka	ces	Echinochloa turnerana	fra	211
ježatka	ces	Echinochloa turnerana	spa	666
šlechtična	ces	Edelfrau	deu	157
paní	ces	Edelfrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
manželka	ces	Ehefrau	deu	157
paní	ces	Ehefrau	deu	157
paní	ces	Ehefrau	deu	157
manželka	ces	Ehegattin	deu	157
manželka	ces	Ehegattin	deu	157
manželka	ces	Ehegattin	deu	157
paní	ces	Ehegattin	deu	157
cizoložnice	ces	Ehebrecherin	deu	157
cizoložnice	ces	Ehebrecherin	deu	157
cizoložnice	ces	Ehebrecherin	deu	157
nestoudnice	ces	Ehebrecherin	deu	157
prostitutka	ces	Ehebrecherin	deu	157
manželka	ces	Ehehälfte	deu	157
dohazovačka	ces	Ehestifter	deu	157
dohazovačka	ces	Ehestifter	deu	157
manželka	ces	Eheweib	deu	157
manželka	ces	Eheweib	deu	157
paní	ces	Eheweib	deu	157
svatba	ces	Eheschließung	deu	157
svatba	ces	Eheschließung	deu	157
svatba	ces	Eheschließung	deu	157
svatba	ces	Eheschließung	deu	157
svatba	ces	Eheschließung	deu	157
dohazovačka	ces	Ehestifterin	deu	157
manželka	ces	Ehepartnerin	deu	157
paní	ces	Ehepartnerin	deu	157
svatba	ces	Ehepaar	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
ještěrka	ces	Eidechse	deu	157
majitelka	ces	Eigentümerin	deu	157
vlastnice	ces	Eigentümerin	deu	157
majitelka	ces	Eigentümerin	deu	157
naivka	ces	Einfaltspinsel	deu	157
obyvatelka	ces	Einwohner	deu	157
obyvatelka	ces	Einwohnerin	deu	157
hokejistka	ces	Eishockeyspielerin	deu	157
hokejistka	ces	Eishockeyspieler	deu	157
bruslařka	ces	Eiskunstläufer	deu	157
slonice	ces	Elefant	deu	157
slonice	ces	Elefant	deu	157
emigrantka	ces	Emigrantin	deu	157
finalistka	ces	Endrundenteilnehmer	deu	157
finalistka	ces	Endrundenteilnehmerin	deu	157
andělika	ces	Engelwurz	deu	157
kačena	ces	Ente	deu	157
uprchlice	ces	Entlaufene	deu	157
dědička	ces	Erbin	deu	157
dědička	ces	Erbin	deu	157
dědička	ces	Erbe	deu	157
dědička	ces	Erbe	deu	157
poustevnice	ces	Eremitin	deu	157
živitelka	ces	Ernährerin	deu	157
vychovatelka	ces	Erzieherin	deu	157
vychovatelka	ces	Erzieherin	deu	157
arcivévodkyně	ces	Erzherzogin	deu	157
arcivévodkyně	ces	Erzherzogin	deu	157
naivka	ces	Esel	deu	157
odbornice	ces	Experte	deu	157
odbornice	ces	Expertin	deu	157
hlístice	ces	Fadenwürmer	deu	157
hlístice	ces	Fadenwürmer	deu	157
hlístice	ces	Fadenwurm	deu	157
hlístice	ces	Fadenwurm	deu	157
hlístice	ces	Fadenwurm	deu	157
řidička	ces	Fahrerin	deu	157
řidička	ces	Fahrerin	deu	157
řidička	ces	Fahrerin	deu	157
řidička	ces	Fahrerin	deu	157
řidička	ces	Fahrer	deu	157
řidička	ces	Fahrer	deu	157
fanynka	ces	Fan	deu	157
obdivovatelka	ces	Fan	deu	157
hospodyně	ces	Familienfürsorger	deu	157
hospodyně	ces	Familienfürsorgerin	deu	157
pastelka	ces	Farbstift	deu	157
pastelka	ces	Farbstift	deu	157
sudička	ces	Fates	eng	187
skalnice	ces	Felsenschnecken	deu	157
feministka	ces	Feministin	deu	157
feministka	ces	Feministin	deu	157
feministka	ces	Feministin	deu	157
svůdkyně	ces	Femme fatale	deu	157
feministka	ces	Feminist	deu	157
kořalka	ces	Feuerwasser	deu	157
finalistka	ces	Finalist	deu	157
finalistka	ces	Finalistin	deu	157
milenka	ces	Flamme	deu	157
pirožka	ces	Fleischpastete	deu	157
obkladačka	ces	Fliese	deu	157
dlaždička	ces	Fliesen	deu	157
novomanželka	ces	Flitterwöchner	deu	157
prostitutka	ces	Flittchen	deu	157
květinářka	ces	Florist	deu	157
květinářka	ces	Floristin	deu	157
stevardka	ces	Flugbegleiterin	deu	157
stevardka	ces	Flugbegleiterin	deu	157
cestovatelka	ces	Flugmaschine	deu	157
uprchlice	ces	Flüchtige	deu	157
srna	ces	Hinde	deu	157
fotografka	ces	Fotografin	deu	157
manekýnka	ces	Fotomodell	deu	157
modelka	ces	Fotomodell	deu	157
manželka	ces	Frau	deu	157
manželka	ces	Frau	deu	157
manželka	ces	Frau	deu	157
manželka	ces	Frau	deu	157
paní	ces	Frau	deu	157
manželka	ces	Frau	deu	157
manželka	ces	Frau	deu	157
paní	ces	Frau	deu	157
paní	ces	Frau	deu	157
manželka	ces	Frau	deu	157
manželka	ces	Frau	deu	157
manželka	ces	Frau	deu	157
manželka	ces	Frau	deu	157
paní	ces	Frau	deu	157
paní	ces	Frau	deu	157
paní	ces	Frau	deu	157
milenka	ces	Frau	deu	157
paní	ces	Frau	deu	157
prostitutka	ces	Frau	deu	157
paní	ces	Frau	deu	157
manželka	ces	Frau	deu	157
paní	ces	Frau	deu	157
paní	ces	Frau	deu	157
paní	ces	Frau	deu	157
paní	ces	Frau	deu	157
manželka	ces	Frau	eng	187
paní	ces	Frau	eng	187
gynekoložka	ces	Frauenärztin	deu	157
feministka	ces	Frauenrechtler	deu	157
feministka	ces	Frauenrechtlerin	deu	157
manželka	ces	Frauenzimmer	deu	157
paní	ces	Frauenzimmer	deu	157
paní	ces	Frauenzimmer	deu	157
cizinka	ces	Fremde	deu	157
zednářka	ces	Freimaurer	deu	157
baronesa	ces	Freiherrin	deu	157
baronka	ces	Freiherrin	deu	157
příznivkyně	ces	Freund	deu	157
kamarádka	ces	Freund	deu	157
kamarádka	ces	Freund	deu	157
příznivkyně	ces	Freund	deu	157
soudružka	ces	Freund	deu	157
prostitutka	ces	Freudenmädchen	deu	157
prostitutka	ces	Freudenmädchen	deu	157
kamarádka	ces	Freundchen	deu	157
příznivkyně	ces	Freundchen	deu	157
kamarádka	ces	Freundin	deu	157
kamarádka	ces	Freundin	deu	157
příznivkyně	ces	Freundin	deu	157
kamarádka	ces	Freundin	deu	157
kamarádka	ces	Freundin	deu	157
kamarádka	ces	Freundin	deu	157
příznivkyně	ces	Freundin	deu	157
milenka	ces	Freundin	deu	157
paní	ces	Freundin	deu	157
prostitutka	ces	Freundin	deu	157
holička	ces	Friseur	deu	157
kadeřnice	ces	Friseur	deu	157
kadeřnice	ces	Friseur	deu	157
kadeřnice	ces	Friseur	deu	157
holička	ces	Friseurin	deu	157
holička	ces	Friseuse	deu	157
kadeřnice	ces	Friseuse	deu	157
kadeřnice	ces	Friseusen	deu	157
kadeřnice	ces	Frieuse w	deu	157
kadeřnice	ces	Frisör	deu	157
kadeřnice	ces	Frisörin	deu	157
kadeřnice	ces	Frisörin	deu	157
kadeřnice	ces	Frisöse	deu	157
paní	ces	Fräulein	deu	157
paní	ces	Fräulein	deu	157
panna	ces	Fräulein	deu	157
prostitutka	ces	Fuchtel	deu	157
štětka	ces	Fuller’s teasel	eng	187
radioamatérka	ces	Funkamateur	deu	157
obročnice	ces	Futtersack	deu	157
fotbalistka	ces	Fußballerin	deu	157
fotbalistka	ces	Fußballspielerin	deu	157
fotbalistka	ces	Fußballer	deu	157
fotbalistka	ces	Fußballspieler	deu	157
fotbalistka	ces	Fußballspieler	deu	157
vlčice	ces	Fähe	deu	157
nádivka	ces	Füllsel	deu	157
nádivka	ces	Füllung	deu	157
vlčice	ces	Füchsin	deu	157
princezna	ces	Fürstin	deu	157
ještěrka	ces	Gabelstapler	deu	157
trubka	ces	Gang	deu	157
šatnářka	ces	Garderobenfrau	deu	157
šatnářka	ces	Garderobiere	deu	157
uličnice	ces	Gassenmädchen	deu	157
hostitelka	ces	Gastgeberin	deu	157
hostitelka	ces	Gastgeberin	deu	157
hosteska	ces	Gastgeberin	deu	157
hostitelka	ces	Gastgeberin	deu	157
návštěvnice	ces	Gast	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
manželka	ces	Gattin	deu	157
paní	ces	Gattin	deu	157
paní	ces	Gattin	deu	157
milenka	ces	Gebieterin	deu	157
paní	ces	Gebieterin	deu	157
prostitutka	ces	Gebieterin	deu	157
pomocnice	ces	Gehilfin	deu	157
asistentka	ces	Gehilfe	deu	157
pomocnice	ces	Gehilfe	deu	157
soudružka	ces	Gefährte	deu	157
soudružka	ces	Gefährtin	deu	157
srna	ces	Geiß	deu	157
kreslířka	ces	Gehäuse	deu	157
ještěrka	ces	Gekkonidae	deu	157
milenka	ces	Geliebte	deu	157
milenka	ces	Geliebte	deu	157
milenka	ces	Geliebte	deu	157
milenka	ces	Geliebte	deu	157
paní	ces	Geliebte	deu	157
milenka	ces	Geliebte	deu	157
milovnice	ces	Geliebte	deu	157
milenka	ces	Geliebter	deu	157
milenka	ces	Geliebter	deu	157
milovnice	ces	Geliebter	deu	157
manželka	ces	Gemahlin	deu	157
manželka	ces	Gemahlin	deu	157
manželka	ces	Gemahlin	deu	157
manželka	ces	Gemahlin	deu	157
manželka	ces	Gemahlin	deu	157
manželka	ces	Gemahlin	deu	157
paní	ces	Gemahlin	deu	157
soudružka	ces	Genossin	deu	157
soudružka	ces	Genossin	deu	157
soudružka	ces	Genossin	deu	157
soudružka	ces	Genosse	deu	157
soudružka	ces	Genosse	deu	157
